message_id,email_date,email_subject,company,industry,subsidiary_of,section_type,event_type,executive_name,old_position,new_position,effective_date,posted_date,raw_event_text
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Prudential,Insurance,,Changes,unparsed,,,,,November 22,"Philip Remnant, Independent Director, will retire in May 2023 (posted on November 22)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Galileo,Financial Services,SoFi,Changes,unparsed,,,,,November 21,"within the existing contacts: Clay Wilkes who was, becomes (posted on November 21)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,AMD,Semiconductors,,Changes,unparsed,,,,,November 17,"John Caldwell, Lead Independent Director, is retiring (posted on November 17)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Textron Aviation,Aerospace,Textron,Changes,unparsed,,,,,November 16,"Ronald Draper, President and Chief Executive Officer, is retiring (posted on November 16)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Curo Group,Banking,,Changes,unparsed,,,,,November 15,"Roger Dean, Executive Vice President, Chief Financial Officer, is retiring (posted on November 15)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,American Campus Communities,Real Estate,,Changes,unparsed,,,,,November 15,"Daniel Perry, Executive Vice President, Chief Financial Officer and Treasurer, is retiring (posted on November 15)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,CVB Financial,Banking,,Changes,unparsed,,,,,November 7,"within the existing contacts:Rodrigo Guerra, Director has passed away. We are deeply saddened (posted on November 7)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Corebridge Financial,Insurance,AIG,Changes,unparsed,,,,,November 4,"Stephen Maginn who was, becomes (posted on November 4)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,AIG,Insurance,,Changes,unparsed,,,,,November 4,"within the existing contacts:Douglas Steenland, Lead Independent Director, will leave the company in Jan. 2023 (posted on November 4)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,JPMorgan Japanese Investment Trust,Fund,JPMorgan Asset Management UK,Changes,unparsed,,,,,November 2,"within the existing contacts:Stephen Gomersall, Senior Independent Director, will retire in Jan. 2023 (posted on November 2)."
184cc5c04effeb53,2022-12-01T01:23:04+00:00,927 News on Russell 3000,Karyopharm Therapeutics,Pharmaceuticals,,Changes,unparsed,,,,,November 1,"within the existing contacts: Michael Kauffman who was, becomes (posted on November 1)."
